shot,diagnostic,signal_name,label,units,source_file,dataset_path,time_dataset_path,time_discovery_method,data_time_length_match,observations,finite_observations,nan_count,inf_count,zero_count,negative_count,minimum,maximum,mean,median,std_dev,time_found,time_observations,time_start,time_end,duration_s,median_timestep_s,min_timestep_s,max_timestep_s,duplicate_time_count,missing_pct,finite_pct,time_quality
27937,ANB,ANB_SW_SUM_POWER,,MW,anb27937.nc,anb/sw_sum_power/data,/anb/sw_sum_power/time,HDF5 dimension reference,True,2,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,True,2,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,100.0,OK
27937,ANB,ANB_TOT_SUM_POWER,,MW,anb27937.nc,anb/tot_sum_power/data,/time,HDF5 dimension reference,True,50001,50001,0,0,0,43,-0.046369750052690506,1.6512008905410767,0.15680649026389426,0.000554080936126411,0.45692500351569826,True,50001,-0.5,1.999999936844688,2.499999936844688,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,100.0,OK
27937,ANU,ANU_ERRORS,errors,"error, neutr",anu27937.nc,anu/errors/data,/anu/errors/time,HDF5 dimension reference,True,25247,25247,0,0,233,0,0.0,4904443183104.0,3207739372177.7153,3384772395008.0,902823178923.1205,True,25247,-0.09749999642372131,1.3974999692291021,1.4949999656528234,9.999999747378752e-06,9.999999747378752e-06,0.004999999888241291,0,0.0,100.0,OK
27937,ANU,ANU_NEUTRONS,neutrons,neutrons/sec,anu27937.nc,anu/neutrons/data,/anu/neutrons/time,HDF5 dimension reference,True,25247,25247,0,0,233,172,-55759257600.0,58252440109056.0,37985037635882.62,40096686407680.0,10774170801388.791,True,25247,-0.09749999642372131,1.3974999692291021,1.4949999656528234,9.999999747378752e-06,9.999999747378752e-06,0.004999999888241291,0,0.0,100.0,OK
27937,ANU,ANU_NEUTRONS_CB,neutrons_cb,neutrons/sec,anu27937.nc,anu/neutrons_cb/data,/time,HDF5 dimension reference,True,122880,122880,0,0,0,95155,-61379796992.0,58252440109056.0,7761288237613.0,-60917985280.0,16126662561074.445,True,122880,-0.10000000149011612,1.1287899674680375,1.2287899689581536,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,0,0.0,100.0,OK
27937,ANU,ANU_NEUTRONS_DC,neutrons_dc,neutrons/sec,anu27937.nc,anu/neutrons_dc/data,/anu/neutrons_dc/time,HDF5 dimension reference,True,118881,118881,0,0,0,30904,-4389104254976.0,55757961691136.0,8759301444593.349,1674768678912.0,16037473975298.61,True,118881,-0.08000000566244125,1.1087999643059447,1.188799969968386,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,0,0.0,100.0,OK
27938,AMC,AMC_PLASMA CURRENT,Plasma Current,kA,amc27938.nc,amc/plasma_current/data,/time,HDF5 dimension reference,True,30000,30000,0,0,0,20068,-27.484163284301758,746.8477783203125,45.31900905689349,-0.23252760618925095,159.55187126331361,True,30000,-1.999900221824646,3.9998996266076574,5.999799848432303,0.00019999999494757503,0.00019999999494757503,0.00019999999494757503,0,0.0,100.0,OK
27938,ANB,ANB_SS_SUM_POWER,,MW,anb27938.nc,anb/ss_sum_power/data,/time,HDF5 dimension reference,True,50001,50001,0,0,0,44,-0.02330358885228634,1.6695362329483032,0.2190296049949789,0.0005769077688455582,0.5291169974546182,True,50001,-0.5,1.999999936844688,2.499999936844688,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,100.0,OK
27938,ANB,ANB_SW_SUM_POWER,,MW,anb27938.nc,anb/sw_sum_power/data,/anb/sw_sum_power/time,HDF5 dimension reference,True,2,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,True,2,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,100.0,OK
27938,ANB,ANB_TOT_SUM_POWER,,MW,anb27938.nc,anb/tot_sum_power/data,/time,HDF5 dimension reference,True,50001,50001,0,0,0,44,-0.02330358885228634,1.6695362329483032,0.2190296049949789,0.0005769077688455582,0.5291169974546182,True,50001,-0.5,1.999999936844688,2.499999936844688,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,100.0,OK
27938,ANU,ANU_ERRORS,errors,"error, neutr",anu27938.nc,anu/errors/data,/anu/errors/time,HDF5 dimension reference,True,35227,35227,0,0,221,0,0.0,5667032137728.0,3194078006198.3545,3295211945984.0,1004279178016.6013,True,35227,-0.09749999642372131,1.3974999776110053,1.4949999740347266,9.999999747378752e-06,9.999999747378752e-06,0.004999999888241291,0,0.0,100.0,OK
27938,ANU,ANU_NEUTRONS,neutrons,neutrons/sec,anu27938.nc,anu/neutrons/data,/anu/neutrons/time,HDF5 dimension reference,True,35227,35227,0,0,221,54,-51056398336.0,67363210788864.0,37820664651402.54,39026694291456.0,11991212241067.326,True,35227,-0.09749999642372131,1.3974999776110053,1.4949999740347266,9.999999747378752e-06,9.999999747378752e-06,0.004999999888241291,0,0.0,100.0,OK
27938,ANU,ANU_NEUTRONS_CB,neutrons_cb,neutrons/sec,anu27938.nc,anu/neutrons_cb/data,/time,HDF5 dimension reference,True,122880,122880,0,0,0,86298,-61323325440.0,67363210788864.0,10803786102518.816,-60907896832.0,18291320735688.555,True,122880,-0.10000000149011612,1.1287899674680375,1.2287899689581536,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,0,0.0,100.0,OK
27938,ANU,ANU_NEUTRONS_DC,neutrons_dc,neutrons/sec,anu27938.nc,anu/neutrons_dc/data,/anu/neutrons_dc/time,HDF5 dimension reference,True,118881,118881,0,0,0,28446,-4441513656320.0,63441087758336.0,11826926492185.717,2146802335744.0,18207938308657.324,True,118881,-0.08000000566244125,1.1087999643059447,1.188799969968386,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,0,0.0,100.0,OK
